0,2162,5
0,513,5
1,3235,5
1,3186,4
1,157,4
1,702,4
1,309,5
1,1271,5
1,2166,3
1,1822,5
1,3566,3
1,3219,4
1,2853,4
2,576,4
2,579,3
4,50,2
4,1741,4
4,1581,4
4,810,4
4,144,2
4,1572,3
4,2511,3
4,1371,3
4,31,4
4,46,3
4,699,1
4,980,5
4,1449,4
4,593,4
4,346,1
4,1889,2
5,786,4
5,3291,3
5,3370,3
5,2203,4
5,581,4
5,2755,5
5,259,4
5,2276,3
6,3510,4
6,3550,3
7,1536,5
7,2482,4
7,56,5
7,1661,4
7,2993,3
7,3032,5
7,2494,5
7,23,4
7,1574,5
7,3036,3
7,575,5
7,0,4
7,275,3
7,38,3
8,1485,4
8,2932,3
8,1215,4
8,1532,3
8,2110,4
8,708,4
9,1618,5
9,1241,5
9,838,4
9,1821,4
9,2304,4
9,1195,3
9,2012,5
9,1866,4
9,3238,5
9,334,4
9,3569,4
9,955,3
9,3681,4
9,1899,4
9,713,4
9,1161,5
9,1178,4
9,3426,4
9,2099,4
9,3389,3
9,3028,3
9,1897,4
9,1774,3
9,1959,5
9,2200,4
9,2511,4
9,3292,2
9,1912,4
9,1980,5
9,910,5
9,1747,3
9,855,5
9,180,3
9,1019,3
9,2415,4
9,2892,5
9,270,3
9,1781,5
9,576,5
9,1952,4
9,583,4
9,877,4
9,3481,4
9,1868,5
9,1131,3
10,2913,4
10,1436,5
10,2114,1
10,579,5
10,467,5
10,2965,1
10,1545,1
10,210,4
10,1736,4
10,593,5
10,2142,3
10,239,4
10,1336,3
12,2221,2
12,576,4
12,1294,3
12,578,3
12,1276,3
12,1277,3
12,1167,4
12,2415,3
12,1924,3
12,627,3
12,1195,5
12,443,2
12,891,3
13,593,1
14,3072,4
14,1584,3
14,3481,4
14,3341,5
14,632,2
14,2501,4
14,370,3
14,2403,3
14,3302,2
14,443,4
14,1705,2
14,2344,2
14,154,2
14,2897,4
14,2415,1
14,1637,4
14,3383,3
14,1373,4
15,2649,1
15,2519,4
16,2358,3
16,1478,4
16,284,5
16,595,4
16,3502,3
16,1614,2
16,2892,3
16,3397,2
16,3685,3
16,581,5
16,3186,4
16,2651,5
16,466,4
16,2455,5
16,2353,3
16,2931,4
16,309,5
16,2374,4
16,1091,5
17,1125,5
17,1696,3
17,1546,5
17,575,5
17,1269,1
17,242,4
17,2781,5
17,2559,4
17,2162,5
17,879,4
17,580,5
17,1120,5
17,152,4
17,43,4
17,1500,1
17,1900,5
17,1108,5
17,1384,4
17,1904,4
17,3207,1
17,3023,4
17,2086,3
17,1962,5
17,702,1
17,1259,5
17,518,1
17,2058,4
17,1841,4
17,1912,3
17,2651,5
17,3166,5
17,1961,3
17,1022,4
18,2739,4
18,2436,4
18,2162,5
18,1915,3
18,1185,4
18,3459,3
18,1476,3
18,1178,5
18,1277,3
18,960,3
18,2710,4
18,1956,3
18,1598,3
18,1130,5
18,1601,4
18,2502,4
18,2445,2
18,2959,2
18,582,4
18,2488,5
18,320,4
18,2958,3
19,1556,3
19,1272,4
20,1182,3
21,2347,4
21,1439,2
21,1476,1
21,1773,2
21,2155,4
21,108,2
21,1941,3
21,1952,3
21,2181,3
21,320,3
21,1292,4
21,573,2
21,1873,2
21,1824,3
21,2823,2
21,106,4
21,471,4
21,737,3
21,174,4
21,3302,2
21,796,3
21,3670,4
21,466,2
21,1516,3
22,1305,2
22,3384,3
22,2744,2
22,1873,4
22,1778,4
22,3041,5
22,2855,3
22,652,4
22,3256,2
22,2557,4
22,2888,4
22,1276,3
22,2762,3
22,1175,4
22,2200,3
22,1485,2
22,156,2
22,1156,2
22,2063,2
22,537,4
22,3241,3
22,1445,4
22,3508,3
22,1137,2
22,2069,2
22,2556,3
22,1223,2
23,1135,4
23,1618,3
23,2590,4
23,3457,4
23,3238,4
23,1964,4
23,2888,4
23,858,5
23,2913,4
23,579,5
23,3126,1
24,1292,3
24,3475,4
24,144,4
24,1420,3
24,2480,3
24,3510,5
24,2957,4
24,2131,4
25,1106,2
25,2708,4
25,2554,2
25,2072,5
25,210,2
25,2055,3
25,737,3
25,477,3
25,230,3
25,1492,3
25,1352,2
25,1154,3
25,1281,4
25,1965,5
25,3273,4
25,418,2
25,1834,3
25,1925,3
25,2898,3
25,3050,3
25,1973,3
25,938,2
25,1025,2
25,3039,5
25,2842,3
25,399,2
25,1371,1
25,3590,3
25,665,3
25,334,1
25,426,3
25,745,1
25,3442,3
25,1872,1
25,2600,3
26,3488,5
26,847,5
26,2762,3
26,2097,4
26,2665,2
26,1175,5
27,138,2
27,3550,4
27,1288,4
28,2708,4
28,2665,3
28,3498,4
28,575,4
28,1406,3
28,1106,4
28,279,5
28,1132,4
28,20,2
29,2651,4
29,2374,4
30,1884,3
30,3292,2
30,2990,3
30,1189,3
30,2799,2
30,3216,3
30,1796,1
30,2214,4
31,2557,5
31,466,2
32,1007,5
32,1767,3
32,2983,3
32,287,3
32,947,3
32,3441,2
32,1817,5
32,2884,2
32,2368,5
32,3165,2
32,1899,3
32,2889,4
32,653,5
32,3272,4
32,2612,2
32,3113,4
32,2358,4
32,2357,3
32,1129,5
32,1053,4
32,2191,1
32,1120,5
32,849,2
32,33,2
32,2541,2
32,2886,4
32,2230,3
32,2707,3
32,284,3
32,2664,5
32,1137,3
32,869,4
32,1295,3
32,1537,5
32,1111,5
32,1516,2
32,1022,4
32,1157,2
32,963,4
32,2458,3
32,2542,3
32,107,5
32,842,4
33,3542,3
33,1618,5
33,1166,5
33,3040,2
33,3351,4
33,2599,5
33,3192,4
33,1107,5
33,2071,5
33,525,4
33,3129,3
33,2058,5
33,2276,2
33,483,5
33,1708,3
33,1178,5
33,2239,4
33,3132,5
33,343,4
33,1543,5
33,157,3
33,1900,4
34,2758,4
34,3433,3
34,3461,4
34,3569,1
34,2159,3
34,1766,4
34,1631,1
34,849,4
34,3439,4
34,963,4
34,1094,2
34,1008,5
34,347,3
34,3275,3
34,2231,3
34,1584,3
34,2409,2
34,1066,4
35,2383,5
35,2556,4
35,1277,3
35,2214,3
35,2480,5
35,2931,5
35,1152,4
35,3341,5
35,1420,3
35,574,4
35,159,4
35,3075,4
35,249,4
35,1877,4
35,1478,5
35,2053,4
35,1174,5
35,107,3
35,3129,3
35,1215,4
35,2959,5
35,2592,4
35,3192,5
35,1919,4
35,486,4
35,1832,3
35,2610,1
35,106,4
35,810,5
35,863,4
35,1986,5
36,627,4
36,2586,5
36,590,5
36,1767,5
36,3060,1
37,2384,4
37,3177,4
37,1353,3
37,327,3
37,1964,4
37,351,3
37,2312,4
37,62,2
38,2958,4
38,2959,3
38,2785,5
38,1104,5
38,2600,2
38,2651,5
39,1980,4
39,2543,3
39,3023,3
39,2610,1
40,3341,3
40,253,5
41,1196,4
41,527,5
41,1737,3
41,3515,4
41,1832,4
41,1935,4
41,2439,4
41,3462,3
41,1199,4
41,1959,3
41,31,3
41,357,3
41,2215,3
41,863,5
41,3130,3
41,2651,4
41,2462,3
41,367,4
41,2438,4
41,822,2
41,1165,5
41,2173,4
41,3503,4
42,2792,1
43,1772,3
43,3372,5
43,1993,4
43,575,4
43,1212,4
43,483,5
43,2278,3
43,3036,4
43,2639,5
43,1178,5
43,1007,3
43,1986,4
43,2268,1
43,529,4
43,3680,5
43,1120,5
43,858,5
43,1838,5
44,329,4
44,1873,3
44,2427,3
44,3283,4
44,1560,2
44,455,1
44,3035,4
44,1186,3
44,1336,3
44,269,3
44,1005,3
44,1439,3
44,3372,4
44,1083,1
44,1832,3
44,663,4
44,2519,3
44,2076,5
44,894,4
44,2146,3
44,2469,5
44,486,3
44,1708,2
45,3692,5
47,2708,3
47,2587,2
47,3192,3
47,1148,4
47,3229,4
47,364,2
47,2855,3
47,702,3
47,9,4
47,1507,1
47,574,3
47,3186,2
47,3375,3
47,3433,4
47,3216,3
47,35,3
47,1919,3
47,1877,3
47,1574,4
47,3368,2
47,1279,3
47,3167,3
47,3392,3
47,3030,3
47,2847,3
47,439,3
47,3520,2
47,2183,3
47,1303,3
47,2557,4
47,2216,3
47,1492,3
47,2285,3
47,2931,4
47,855,4
47,1539,3
47,3566,2
47,1545,3
47,3126,1
47,575,4
47,1428,3
47,249,3
47,954,3
47,2879,4
47,2610,2
47,2206,2
47,2926,5
47,3029,4
47,1191,3
47,1765,4
47,1788,4
47,1486,4
47,6,4
47,2231,4
47,1537,3
47,838,5
47,1476,3
47,3318,4
47,2440,2
47,3446,1
47,1943,3
47,2234,3
47,3429,3
47,63,2
47,330,3
48,1029,4
48,480,4
48,2086,4
48,2701,5
48,1275,3
48,1449,3
48,578,3
49,138,3
49,2120,4
49,3475,3
49,3512,3
49,466,3
49,3328,4
50,2203,4
50,2651,3
50,3178,5
50,3577,1
50,1574,4
51,5,5
51,2988,4
51,1325,1
51,1185,3
51,3701,5
51,1306,4
51,139,2
51,343,5
51,827,4
52,2296,5
52,20,4
52,1202,5
52,963,5
52,1478,5
52,1292,5
52,3360,4
52,2002,5
52,2415,3
52,3461,5
52,401,3
52,1095,5
52,1913,4
52,421,3
52,524,5
52,1738,4
52,1594,4
52,2096,5
52,1245,4
52,2346,2
52,499,4
52,1018,5
52,2203,5
52,3550,5
52,3590,3
52,2513,5
52,1150,5
52,796,3
52,3037,3
52,1116,5
52,2162,5
52,3276,4
52,1237,4
52,2404,3
52,2196,5
52,2592,5
52,2254,3
52,1179,5
52,1957,5
52,3328,5
52,287,5
52,740,3
52,44,5
52,1406,4
52,307,4
52,79,4
52,2775,5
52,2565,4
52,3031,4
52,2156,5
52,3036,5
52,144,5
52,2131,5
52,861,5
52,3412,5
52,1912,3
52,1915,4
52,182,5
52,1653,2
52,320,3
52,49,5
52,1853,3
52,443,5
52,2042,4
52,193,5
52,1204,5
52,639,5
52,2708,4
52,3685,5
53,3132,3
53,2898,2
54,3026,4
54,1618,4
55,1500,5
55,1581,3
55,1023,3
55,2557,4
56,1135,4
56,1109,5
56,3384,3
56,466,3
56,2599,5
56,3556,1
56,3251,1
56,1157,4
56,1166,4
57,156,5
57,1047,3
57,704,5
57,1258,4
57,317,3
57,2213,3
57,1029,4
57,1104,5
57,1183,4
57,1445,3
57,2959,4
57,1109,5
57,2488,5
57,346,5
57,1223,3
57,1274,2
57,2978,5
57,1848,5
57,2263,2
57,2216,3
57,2741,4
57,1306,5
57,1097,4
57,1924,5
57,1178,4
57,1814,4
57,1897,5
57,157,5
57,2944,5
57,971,3
57,1781,3
57,2217,3
57,2651,4
57,1593,4
58,1099,4
58,862,4
58,1158,4
58,1117,3
58,2873,4
58,56,4
58,367,4
58,890,4
58,3663,3
58,1127,3
58,1772,3
58,1104,4
